TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Parameters	TaskList[Parameter Estimation].(Problem)Parameter Estimation.Best Value
(	0.781525	660.168	27369.7	0.599672	284.3	14646.9	16.4112	15.1419	1.13982	0.512498	145.119	0.227436	0.0946796	4.35269	6.04777	1.84826	0.088671	8335.98	24.9959	3274.77	41.0424	12135.2	13.2991	13.3073	0.00494216	5827.11	)	0.487474
(	0.784449	661.623	27325.5	0.599672	284.3	14646.9	16.4525	15.161	1.14163	0.514163	145.285	0.227285	0.0947426	4.35408	6.0497	1.84768	0.088377	8343.86	25.0034	3274.77	40.9755	12154.3	13.3034	13.3115	0.00494686	5810.07	)	0.487464
(	0.787616	663.078	27281.2	0.599672	284.3	14646.9	16.4886	15.1802	1.14379	0.515995	145.451	0.227133	0.0948056	4.35547	6.05163	1.84709	0.0881124	8349.76	25.0034	3274.77	40.9086	12173.4	13.3076	13.3157	0.00495156	5784.52	)	0.487453
(	0.791026	664.74	27237	0.599672	284.3	14646.9	16.5298	15.2042	1.14596	0.517993	145.616	0.226982	0.0948685	4.35686	6.05356	1.84651	0.0878772	8355.67	25.011	3274.77	40.8417	12188.8	13.3118	13.32	0.00495627	5758.96	)	0.487443
(	0.794681	666.61	27183.9	0.599672	284.3	14646.9	16.5762	15.2281	1.14812	0.519991	145.782	0.22683	0.0949315	4.35825	6.05549	1.84592	0.087642	8361.58	25.0185	3274.77	40.7748	12204.1	13.3161	13.3242	0.00496097	5733.4	)	0.487434
(	0.798578	668.48	27130.8	0.599672	284.3	14646.9	16.6226	15.2521	1.15065	0.522156	146.031	0.226603	0.094963	4.35964	6.05742	1.84534	0.0874068	8367.48	25.0261	3274.77	40.7079	12219.4	13.3203	13.3284	0.00496567	5699.32	)	0.487427
(	0.80272	670.558	27077.7	0.599672	284.3	14646.9	16.6742	15.2761	1.15317	0.524487	146.362	0.226375	0.0949945	4.36242	6.05934	1.84416	0.0871716	8375.36	25.0336	3275.52	40.6544	12234.7	13.3203	13.3327	0.00497037	5656.73	)	0.487416
(	0.807105	672.844	27024.6	0.599672	284.3	14646.9	16.7309	15.3	1.1557	0.526818	146.776	0.226072	0.095026	4.36381	6.06127	1.84241	0.0869364	8383.23	25.0412	3276.27	40.6143	12250	13.3245	13.3369	0.00497507	5605.61	)	0.487405
(	0.811734	675.338	26971.5	0.599672	284.3	14646.9	16.7928	15.3192	1.15858	0.529149	147.273	0.225769	0.0950574	4.3652	6.06127	1.84065	0.0867306	8391.11	25.0487	3277.02	40.5875	12265.3	13.3288	13.3412	0.00498134	5545.98	)	0.48739
(	0.816606	678.039	26918.4	0.599672	284.3	14646.9	16.8547	15.3384	1.16147	0.53148	147.853	0.225466	0.0950889	4.36659	6.06127	1.83831	0.0865542	8398.98	25.0563	3277.77	40.5742	12280.6	13.333	13.3454	0.00498761	5477.83	)	0.487373
(	0.821722	680.948	26865.3	0.599672	284.3	14646.9	16.9165	15.3576	1.16471	0.533977	148.433	0.225163	0.0951204	4.36798	6.05934	1.83596	0.0864072	8406.86	25.0638	3278.53	40.5608	12295.9	13.3372	13.3496	0.00499545	5401.15	)	0.487355
(	0.827082	684.065	26812.3	0.599672	284.3	14646.9	16.9784	15.3767	1.16832	0.536641	149.012	0.224784	0.0951204	4.36798	6.05934	1.83362	0.0862896	8414.73	25.0714	3280.03	40.5608	12311.3	13.3415	13.3539	0.00500329	5315.96	)	0.487334
(	0.832685	687.39	26759.2	0.599672	284.3	14646.9	17.0454	15.3959	1.17193	0.539305	149.675	0.224405	0.0951204	4.36937	6.05742	1.83128	0.0862014	8422.61	25.0865	3281.53	40.5742	12326.6	13.3457	13.3581	0.00501113	5222.25	)	0.48731
(	0.838532	690.922	26706.1	0.599672	284.3	14646.9	17.1124	15.4151	1.1759	0.542136	150.338	0.224026	0.0951204	4.36937	6.05549	1.82835	0.0861426	8430.48	25.094	3283.04	40.5875	12341.9	13.35	13.3581	0.00501896	5120.02	)	0.487284
(	0.844622	694.663	26653	0.599672	284.3	14646.9	17.1795	15.4343	1.18022	0.545133	151	0.223647	0.0951204	4.36937	6.05356	1.82542	0.0861132	8438.36	25.1091	3284.54	40.6009	12357.2	13.35	13.3581	0.0050268	5009.27	)	0.487256
(	0.850956	698.403	26599.9	0.599672	284.3	14646.9	17.2517	15.4582	1.18455	0.547964	151.663	0.223268	0.0951204	4.36937	6.05163	1.82249	0.0860838	8446.23	25.1242	3286.05	40.6277	12368.7	13.35	13.3581	0.00503464	4890	)	0.487228
(	0.857534	702.351	26546.8	0.599672	284.3	14646.9	17.329	15.4774	1.18852	0.550794	152.326	0.222889	0.0951204	4.37076	6.0497	1.81956	0.0860544	8452.14	25.1393	3287.55	40.6544	12380.2	13.35	13.3581	0.00504248	4762.22	)	0.487196
(	0.864355	706.507	26493.7	0.599672	284.209	14646.9	17.4063	15.4966	1.19249	0.553625	152.988	0.22251	0.0951204	4.37214	6.04777	1.81663	0.086025	8458.05	25.1544	3289.06	40.6812	12391.7	13.35	13.3581	0.00505031	4634.43	)	0.487088
